"UF","Freq","Porcentagem"
"Rio de Janeiro",794,"24.98%"
"Rio Grande do Sul",443,"13.94%"
"Paraná",388,"12.21%"
"Mato Grosso do Sul",283,"8.9%"
"Maranhão",238,"7.49%"
"Minas Gerais",161,"5.06%"
"Ceará",137,"4.31%"
"Acre",121,"3.81%"
"Goiás",115,"3.62%"
"Pernambuco",110,"3.46%"
"Roraima",94,"2.96%"
"Rio Grande do Norte",83,"2.61%"
"Tocantins",70,"2.2%"
"Paraíba",59,"1.86%"
"Piauí",26,"0.82%"
"Mato Grosso",22,"0.69%"
"Pará",20,"0.63%"
"Sergipe",12,"0.38%"
"Rondônia",3,"0.09%"
